Name,Price,Price (Value),City,Distance,Distance (Value),Year,Category,Sub-Category
Nissan Dayz 2018/22 Full Option Like Highway Star,"Rs.  3,250,000",3250000, Gujrat,"37,000 km",37000,2018,Cars,Nissan
Sport Sunny Nissan 1986 Model for sale,"Rs.  600,000",600000, Rahimyar Khan,"10,000 km",10000,1986,Cars,Nissan
nissan moco 2015/2018 push start eco idle 20 plus aerage,"Rs.  2,095,000",2095000, Lahore,"95,000 km",95000,2015,Cars,Nissan
nissan suny project car ha,"Rs.  300,000",300000, Sargodha,"1,000 km",1000,1988,Cars,Nissan
Nissan RSR Petrol 2002/ 2019 Exchange Possible,"Rs.  3,500,000",3500000, Karachi,"123,456 km",123456,2002,Cars,Nissan
nissan jeep for sale,"Rs.  1,000,000",1000000, Lahore,"180,000 km",180000,1992,Cars,Nissan
Nissan tiida for sale neat and clean condition,"Rs.  1,800,000",1800000, Islamabad,"10,000 km",10000,2007,Cars,Nissan
Nissan 85 chat bonate degi original,"Rs.  450,000",450000, Punjab,"69,000 km",69000,1985,Cars,Nissan
Nissan Moco X Idle Push 2013 Reg 2016 One of It's Kind.,"Rs.  1,885,000",1885000, Karachi,"83,000 km",83000,2013,Cars,Nissan
NISSAN SUNNY B14,"Rs.  730,000",730000, Attock,"99,999 km",99999,1999,Cars,Nissan
Nissan Moco G Four 2010 model,"Rs.  1,825,000",1825000, Lahore,"110,000 km",110000,2010,Cars,Nissan
Nissan sunny 86,"Rs.  450,000",450000, Lala Musa,"30,000 km",30000,1986,Cars,Nissan
Nissan Sunny 1992 For Sale,"Rs.  450,000",450000, Karachi,"1,992 km",1992,1992,Cars,Nissan
Nissan days 03312209954,"Rs.  1,780,000",1780000, Karachi,"12,347 km",12347,2015,Cars,Nissan
NISSAN WINGROAD IN IMMACULATE CONDITION,"Rs.  1,785,000",1785000, Karachi,1 km,1,2007,Cars,Nissan
Nissan Kicks,"Rs.  7,400,000",7400000, Lahore,"38,000 km",38000,2021,Cars,Nissan
Nissan Sunny for sale,"Rs.  580,000",580000, Rawalpindi,"90,000 km",90000,1990,Cars,Nissan
Nissan Roox . 0314+2137+999,"Rs.  1,965,000",1965000, Attock,"52,000 km",52000,2015,Cars,Nissan
Nissan Sunny 1986,"Rs.  450,000",450000, Islamabad,"300,000 km",300000,1986,Cars,Nissan
Nissan sunny 97,"Rs.  765,000",765000, Vehari,"12,345 km",12345,1997,Cars,Nissan
Nissan sunny,"Rs.  850,000",850000, Rawalpindi,"12,345 km",12345,2000,Cars,Nissan
NISSAN ROOX 14/2017 model,"Rs.  1,985,000",1985000, Lahore,"40,000 km",40000,2017,Cars,Nissan
NISSAN SUNNY  88 EXCELLENT CONDITION,"Rs.  395,000",395000, Bahawalpur,"123,456 km",123456,1988,Cars,Nissan
Nissan Clipper,"Rs.  1,200,000",1200000, Karachi,"107,000 km",107000,2012,Cars,Nissan
Nissan Dayz Highway Star,"Rs.  2,300,000",2300000, Bahawalpur,"123,000 km",123000,2014,Cars,Nissan
Nissan Dayz Full Option Best Price Automatic,"Rs.  1,775,000",1775000, Karachi,"110,000 km",110000,2014,Cars,Nissan
Nissan Wingroad in lush condition,"Rs.  2,560,000",2560000, Islamabad,"165,800 km",165800,2007,Cars,Nissan
"Nissan Dayz,Mitsubishi EK wagon","Rs.  3,250,000",3250000, Lahore,"29,000 km",29000,2019,Cars,Nissan
Nissan chittah,"Rs.  750,000",750000, Taxila,"298,254 km",298254,1998,Cars,Nissan
NISSAN CLIPPER NM-100,"Rs.  1,320,000",1320000, Lahore,"105,000 km",105000,2018,Cars,Nissan
Nissan DayZ 2015,"Rs.  2,550,000",2550000, Mansehra,"87,000 km",87000,2015,Cars,Nissan
Nissan dayz,"Rs.  3,600,000",3600000, Karachi,"3,500 km",3500,2022,Cars,Nissan
Nissan Sunny,"Rs.  600,000",600000, Karachi,"44,444 km",44444,1994,Cars,Nissan
nissan lovers,"Rs.  650,000",650000, Lahore,"999,999 km",999999,1985,Cars,Nissan
nissan 1983 model documents clear islamabad num on my name smart card,"Rs.  280,000",280000, Swabi,"123,455 km",123455,1983,Cars,Nissan
nissan 1990 chalti Hoi gari hai,"Rs.  250,000",250000, Karachi,"100,000 km",100000,1990,Cars,Nissan
"Total Genuine Nissan Moco 16,17,18 For sale 40k driven","Rs.  2,340,000",2340000, Lahore,"40,000 km",40000,2018,Cars,Nissan
Nissan Dayz Highway Star,"Rs.  2,300,000",2300000, Sialkot,"95,000 km",95000,2013,Cars,Nissan
Nissan days register in 2022,"Rs.  3,280,000",3280000, Islamabad,"28,000 km",28000,2019,Cars,Nissan
Nissan kix 2009 model 2015 register 660 cc,"Rs.  1,215,000",1215000, Quetta,"12,345 km",12345,2009,Cars,Nissan
nissan clipper model 2017 Registered 2022 January,"Rs.  2,400,000",2400000, Karachi,"160,000 km",160000,2017,Cars,Nissan
nissan sunny 1998,"Rs.  1,000,000",1000000, Islamabad,"100,000 km",100000,1998,Cars,Nissan
Nissan sunny,"Rs.  398,000",398000, Lahore,"100,000 km",100000,1987,Cars,Nissan
Nissan Clipper(03009205340),"Rs.  875,000",875000, Karachi,"11,111 km",11111,2011,Cars,Nissan
Nissan dayz,"Rs.  2,690,000",2690000, Lahore,"60,000 km",60000,2017,Cars,Nissan
Nissan Juke 2012/2017,"Rs.  3,370,000",3370000, Karachi,"95,700 km",95700,2012,Cars,Nissan
Nissan Note,"Rs.  1,535,000",1535000, Karachi,"100,000 km",100000,2007,Cars,Nissan
Nissan Cefiro,"Rs.  2,800,000",2800000, Lahore,"37,000 km",37000,2005,Cars,Nissan
NISSAN DAYS,"Rs.  2,190,000",2190000, Karachi,"70,000 km",70000,2016,Cars,Nissan
"Nissan Clipper 2015 model, 2022 registered","Rs.  2,000,000",2000000, Sindh,"118,000 km",118000,2022,Cars,Nissan
Nissan Sunny 1989,"Rs.  775,000",775000, Islamabad,"3,000 km",3000,1989,Cars,Nissan
nissan days push start,"Rs.  2,950,000",2950000, Multan,"32,500 km",32500,2017,Cars,Nissan
Nissan Sunny 1998,"Rs.  680,000",680000, Karachi,"200,000 km",200000,1998,Cars,Nissan
Nissan AD,"Rs.  1,400,000",1400000, Khyber Pakhtunkhwa,"123,456 km",123456,2006,Cars,Nissan
Nissan pickup 4x4,"Rs.  1,450,000",1450000, Karachi,"10,000 km",10000,1995,Cars,Nissan
Nissan juke 2010 modal,"Rs.  3,150,000",3150000, Lahore,"124,544 km",124544,2010,Cars,Nissan
Nissan Clipper Automatic,"Rs.  1,150,000",1150000, Karachi,"86,000 km",86000,2012,Cars,Nissan
Nissan clipper 18/22 100% original isb number,"Rs.  2,465,000",2465000, Rawalpindi,"93,000 km",93000,2018,Cars,Nissan
Nissan sunny 1995 Japan model. Family car. reasonable price,"Rs.  495,000",495000, Lahore,"115,200 km",115200,1995,Cars,Nissan
Asalam. o. alaikum nissan sunny b11,"Rs.  330,000",330000, Karachi,"123,456 km",123456,1988,Cars,Nissan
Nissan Sunny 1986 Automatic,"Rs.  550,000",550000, Karachi,"148,022 km",148022,1986,Cars,Nissan
Nissan Juke 15RX Urban Selection 2019,"Rs.  3,500,000",3500000, Lahore,"91,000 km",91000,2019,Cars,Nissan
Nissan clipper PC limited,"Rs.  2,290,000",2290000, Lahore,"160,000 km",160000,2017,Cars,Nissan
nissan dayz roox highway star model 2014 registration 2018,"Rs.  1,750,000",1750000, Karachi,"70,000 km",70000,2014,Cars,Nissan
Nissan Sunny 1987,"Rs.  500,000",500000, Haripur,"150,000 km",150000,1987,Cars,Nissan
Nissan Clipper Model 2012 Registered 2017,"Rs.  1,245,000",1245000, Karachi,"131,000 km",131000,2012,Cars,Nissan
nissan car 88 m0del,"Rs.  8,050,000",8050000, Mardan,"26,785 km",26785,1988,Cars,Nissan
Nissan Note E-Power 1.2 E 2017,"Rs.  4,250,000",4250000, Lahore,"73,000 km",73000,2017,Cars,Nissan
nissan suny good condition,"Rs.  450,000",450000, Lahore,123 km,123,1985,Cars,Nissan
Nissan Dayz Highway Star Model 2013/2016 - Better then Alto Cultus,"Rs.  2,190,000",2190000, Karachi,"89,000 km",89000,2013,Cars,Nissan
Nissan dayz highway star,"Rs.  2,350,000",2350000, Karachi,"51,500 km",51500,2013,Cars,Nissan
Nissan Cliper 2013 Reg 2023 4power,"Rs.  1,450,000",1450000, Karachi,"63,000 km",63000,2013,Cars,Nissan
Nissan Sunny Bluebird,"Rs.  1,375,000",1375000, Bahawalpur,"12,345 km",12345,2002,Cars,Nissan
Nissan Dayz Highway Star,"Rs.  2,799,000",2799000, Lahore,"29,000 km",29000,2015,Cars,Nissan
Nissan sunny,"Rs.  560,000",560000, Okara,"200,000 km",200000,1986,Cars,Nissan
Nissan DayZ highway star 14-17-2018 0304-6059730,"Rs.  2,450,000",2450000, Gujranwala,"95,000 km",95000,2014,Cars,Nissan
Nissan DayZ highway star 660cc 2014 model. 2017 import,"Rs.  2,300,000",2300000, Faisalabad,"120,000 km",120000,2014,Cars,Nissan
Nissan sunny,"Rs.  1,100,000",1100000, Lahore,"786,786 km",786786,2000,Cars,Nissan
nissan sunny ex salon,"Rs.  1,499,999",1499999, Lahore,10 km,10,2005,Cars,Nissan
Nissan Dayz Highway Star 2014/18 in Mint condition for sale.,"Rs.  2,300,000",2300000, Lahore,"120,000 km",120000,2014,Cars,Nissan
Nissan moco 2009/12,"Rs.  1,630,000",1630000, Lahore,55 km,55,2009,Cars,Nissan
Nissan clipper 13/18/22,"Rs.  1,425,000",1425000, Lahore,"75,235 km",75235,2013,Cars,Nissan
"nissan moco/MR WAGGON like mira,move","Rs.  1,975,000",1975000, Lahore,"75,000 km",75000,2017,Cars,Nissan
Nissan High way Star,"Rs.  2,400,000",2400000, Islamabad,"90,000 km",90000,2014,Cars,Nissan
Nissan Dayz Highway Star S Hybrid,"Rs.  4,200,000",4200000, Karachi,"43,000 km",43000,2020,Cars,Nissan
Nissan sunny 1986,"Rs.  400,000",400000, Faisalabad,"150,000 km",150000,1986,Cars,Nissan
nissan march 1999 2007 register,"Rs.  1,100,000",1100000, Lahore,"200,000 km",200000,1999,Cars,Nissan
2020 Nissan Dayz,"Rs.  3,600,000",3600000, Rawalpindi,"7,000 km",7000,2020,Cars,Nissan
Nissan Sunny,"Rs.  450,000",450000, Wah,"100,000 km",100000,1990,Cars,Nissan
Nissan Sunny 85 RWP,"Rs.  600,000",600000, Islamabad,"315,000 km",315000,1985,Cars,Nissan
nissan wingroad,"Rs.  1,950,000",1950000, Karachi,"123,000 km",123000,2007,Cars,Nissan
Nissan Sunny 97,"Rs.  735,000",735000, Karachi,321 km,321,1997,Cars,Nissan
Nissan Sunny For Sale,"Rs.  590,000",590000, Lahore,1 km,1,1990,Cars,Nissan
Nissan clipper 2011 reg 2017,"Rs.  1,000,000",1000000, Karachi,"100,000 km",100000,2011,Cars,Nissan
Nissan Sunny 93 model 99 import documents clear hain,"Rs.  625,000",625000, Pasrur,"100,000 km",100000,1993,Cars,Nissan
nissan clipper for sale,"Rs.  1,220,000",1220000, Peshawar,"117,000 km",117000,2011,Cars,Nissan
Nissan kixs 2009 for sale in the lahore,"Rs.  1,860,000",1860000, Lahore,"120,000 km",120000,2009,Cars,Nissan
Japani Nissan Highway Star model 2013 registered in 2017,"Rs.  2,150,000",2150000, Lahore,"127,000 km",127000,2017,Cars,Nissan
Nissan Dayz - Model 2015 -  Good Condition - Reg 2018,"Rs.  1,990,000",1990000, Karachi,"120,500 km",120500,2015,Cars,Nissan
Nissan sunny 1998 petrol 1.3,"Rs.  720,000",720000, Muzaffargarh,"100,000 km",100000,1998,Cars,Nissan
Nissan Days,"Rs.  2,550,000",2550000, Karachi,"74,500 km",74500,2018,Cars,Nissan
nissan tiida 2007/12,"Rs.  1,650,000",1650000, Rawalpindi,"12,345 km",12345,2007,Cars,Nissan
Nissan OTTI 100% Original - used as 2nd Car,"Rs.  1,955,000",1955000, Lahore,"57,500 km",57500,2015,Cars,Nissan
Sunny Nissan 90/91 AC CNG Life time EFI Engine 03335703231,"Rs.  520,000",520000, Attock,"100,000 km",100000,1990,Cars,Nissan
nissan patrol for sale in sargodha,"Rs.  2,200,000",2200000, Sargodha,"111,111 km",111111,1991,Cars,Nissan
Nissan Dayz,"Rs.  2,500,000",2500000, Lahore,"60,000 km",60000,2018,Cars,Nissan
Nissan sunny Lx 1.6 2000,"Rs.  1,000,000",1000000, Faisalabad,"155,000 km",155000,2000,Cars,Nissan
Nissan Juke,"Rs.  2,750,000",2750000, Sialkot,"210,000 km",210000,2011,Cars,Nissan
Nissan Days,"Rs.  3,300,000",3300000, Karachi,"32,000 km",32000,2019,Cars,Nissan
Nissan Sunny,"Rs.  620,000",620000, Kasur,"25,000 km",25000,1987,Cars,Nissan
nissan AD,"Rs.  1,470,000",1470000, Islamabad,"231,000 km",231000,2006,Cars,Nissan
Nissan Sunny 1998,"Rs.  490,000",490000, Karachi,"190,000 km",190000,1998,Cars,Nissan
"Nissan Dayz 2018, price little bit negotiable","Rs.  2,550,000",2550000, Lahore,"60,000 km",60000,2018,Cars,Nissan
Nissan sunny for sale,"Rs.  850,000",850000, Islamabad,"155,000 km",155000,1997,Cars,Nissan
"Nissan March, Imported Mint Condition Automatic 2007 Import","Rs.  750,000",750000, Karachi,"50,000 km",50000,1997,Cars,Nissan
Sunny Nissan 1988 model,"Rs.  475,000",475000, Faisalabad,"100,000 km",100000,1988,Cars,Nissan
nissan dayz highway star,"Rs.  2,450,000",2450000, Karachi,"81,000 km",81000,2017,Cars,Nissan
Nissan Sunny,"Rs.  725,000",725000, Karachi,"11,111 km",11111,1998,Cars,Nissan
NISSAN AD 2006,"Rs.  1,350,000",1350000, Karachi,"100,000 km",100000,2006,Cars,Nissan
Nissan sunny 1984 Diesel file missing # 03323898570,"Rs.  300,000",300000, Karachi,"100,000 km",100000,1984,Cars,Nissan
nissan dayz,"Rs.  2,100,000",2100000, Karachi,"88,000 km",88000,2018,Cars,Nissan
Nissan clipper 660 cc automatic,"Rs.  10,005,000",10005000, Karachi,"2,016 km",2016,2011,Cars,Nissan
exchange possible Nissan path feldar Jeep bar sy paint,"Rs.  1,300,000",1300000, Rawalpindi,"100,000 km",100000,1992,Cars,Nissan
Car : Nissan Dayz,"Rs.  2,700,000",2700000, Rawalpindi,"43,500 km",43500,2017,Cars,Nissan
Nissan WingRoad,"Rs.  1,900,000",1900000, Karachi,"167,000 km",167000,2007,Cars,Nissan
nissan sunny,"Rs.  370,000",370000, Rawalpindi,"10,000 km",10000,1986,Cars,Nissan
Nissan sunny,"Rs.  340,000",340000, Charsadda,"23,399 km",23399,1986,Cars,Nissan
Nissan Days 18/22 Antique Car Beautiful Car in Low Price (03450111457),"Rs.  2,850,000",2850000, Faisalabad,"16,000 km",16000,2018,Cars,Nissan
Nissan Kix - 4 Wheel Drive for Sale,"Rs.  1,600,000",1600000, Multan,"177,000 km",177000,2009,Cars,Nissan
Nissan Dayz - 2015 Model (2018 Reg) Automatic New Condition,"Rs.  2,000,000",2000000, Karachi,"120,500 km",120500,2015,Cars,Nissan
NISSAN OTTI,"Rs.  1,490,000",1490000, Rawalpindi,"1,000 km",1000,2007,Cars,Nissan
Nissan clipper 2011-2017,"Rs.  1,135,000",1135000, Rawalpindi,"1,111 km",1111,2011,Cars,Nissan
Nissan Dayz Highway Star For Sale,"Rs.  2,175,000",2175000, Lahore,"68,000 km",68000,2013,Cars,Nissan
nissan dayz genuine condition,"Rs.  2,599,999",2599999, Lahore,"67,000 km",67000,2019,Cars,Nissan
Nissan Clipper 2014,"Rs.  1,635,000",1635000, Karachi,"141,324 km",141324,2014,Cars,Nissan
Nissan Sunny 1998,"Rs.  620,000",620000, Karachi,"1,228 km",1228,1998,Cars,Nissan
nissan dayz in mint condition,"Rs.  2,590,000",2590000, Lahore,"67,000 km",67000,2019,Cars,Nissan
Nissan Sunny available for sale in Islamabad,"Rs.  250,000",250000, Islamabad,"200,000 km",200000,1986,Cars,Nissan
Nissan dayz,"Rs.  2,150,000",2150000, Faisalabad,"75,000 km",75000,2015,Cars,Nissan
Nissan Car for sale,"Rs.  520,000",520000, Nowshera,"8,000 km",8000,1993,Cars,Nissan
Nissan navara Double cabin 4×4,"Rs.  2,100,000",2100000, Lahore,"223,201 km",223201,2007,Cars,Nissan
NISSAN SUNNY 1986,"Rs.  300,000",300000, Karachi,"2,000 km",2000,1986,Cars,Nissan
Nissan B12,"Rs.  820,000",820000, Karachi,"200,000 km",200000,1986,Cars,Nissan
Nissan AD good Condition,"Rs.  1,500,000",1500000, Islamabad,"215,000 km",215000,2007,Cars,Nissan
NISSAN SUNNY,"Rs.  450,000",450000, Karachi,"125,000 km",125000,1986,Cars,Nissan
Nissan SUNY 2000 model 1992 k kota auto engine gear,"Rs.  650,000",650000, Faisalabad,"125,000 km",125000,2000,Cars,Nissan
nissan sunny 2005 automatic,"Rs.  1,400,000",1400000, Karachi,"999,999 km",999999,2005,Cars,Nissan
Nissan dayz highway star 15-18,"Rs.  2,250,000",2250000, Wazirabad,"75,000 km",75000,2015,Cars,Nissan
nissan dayz roox,"Rs.  2,360,000",2360000, Islamabad,"178,000 km",178000,2015,Cars,Nissan
nissan sunny,"Rs.  1,350,000",1350000, Lahore,"180,000 km",180000,2005,Cars,Nissan
Nissan tidd sports edition 1.6,"Rs.  1,680,000",1680000, Attock,"196,000 km",196000,2007,Cars,Nissan
Nissan Sunny 1988,"Rs.  350,000",350000, Karachi,"135,000 km",135000,1988,Cars,Nissan
nissan juke 2010 registration 2016,"Rs.  3,500,000",3500000, Karachi,"100,000 km",100000,2010,Cars,Nissan
Nissan Sunny B12,"Rs.  350,000",350000, Quetta,"123,456 km",123456,1986,Cars,Nissan
Nissan sunny 1986 model,"Rs.  1,300,000",1300000, Faisalabad,"166,000 km",166000,1986,Cars,Nissan
NISSAN SUNNY,"Rs.  525,000",525000, Abbottabad,"12,345 km",12345,1988,Cars,Nissan
Nissan Dayz 2013/2018 A one Condition,"Rs.  2,185,000",2185000, Gujranwala,"76,000 km",76000,2018,Cars,Nissan
Nissan Juke push start,"Rs.  2,600,000",2600000, Gujranwala,"114,000 km",114000,2011,Cars,Nissan
Nissan Moco,"Rs.  1,520,000",1520000, Karachi,"82,000 km",82000,2011,Cars,Nissan
nissan sunny 1989,"Rs.  550,000",550000, Karachi,"50,000 km",50000,1989,Cars,Nissan
Nissan Bird Sylphy,"Rs.  3,290,000",3290000, Rawalpindi,"96,000 km",96000,2007,Cars,Nissan
Nissan sunny83 model,"Rs.  370,000",370000, Abbottabad,"580,000 km",580000,1983,Cars,Nissan
Nissan Sunny 2003,"Rs.  1,100,000",1100000, Wah,"370,000 km",370000,2003,Cars,Nissan
Nissan juke 2011,"Rs.  2,500,000",2500000, Faisalabad,"133,000 km",133000,2011,Cars,Nissan
Nissan Note E Power 4.5 Grade,"Rs.  4,800,000",4800000, Lahore,"91,000 km",91000,2018,Cars,Nissan
Nissan Sunny japan assembled,"Rs.  1,300,000",1300000, Lahore,"155,340 km",155340,2005,Cars,Nissan
Nissan march model 2001 registration 2008,"Rs.  1,350,000",1350000, Karachi,"105,000 km",105000,2001,Cars,Nissan
Nissan Patrol Safari Y61,"Rs.  4,500,000",4500000, Lahore,"225,000 km",225000,1998,Cars,Nissan
Nissan days Highway start G turbo,"Rs.  3,275,000",3275000, Karachi,"24,000 km",24000,2018,Cars,Nissan
Nissan sunny 1998,"Rs.  550,000",550000, Mailsi,"100,000 km",100000,1998,Cars,Nissan
Nissan March 1999/2004 Original Subroof and 1300cc (European Edition),"Rs.  1,200,000",1200000, Peshawar,"123,456 km",123456,1999,Cars,Nissan
Nissan Otti 660CC 2008-2013,"Rs.  1,610,000",1610000, Lahore,"124,000 km",124000,2013,Cars,Nissan
nissan note,"Rs.  1,875,000",1875000, Islamabad,"143,000 km",143000,2008,Cars,Nissan
Nissan sunny 1987 model in lush condition,"Rs.  550,000",550000, Arifwala,"12,345 km",12345,1987,Cars,Nissan
Nissan Dayz 2016 Model,"Rs.  2,290,000",2290000, Karachi,"100,965 km",100965,2016,Cars,Nissan
Nissan otti urgent for sale 03237264326,"Rs.  1,700,000",1700000, Lahore,"1,000 km",1000,2015,Cars,Nissan
Nissan Ad 2007 / 2012 for sale japani,"Rs.  1,640,000",1640000, Rawalpindi,"12,345 km",12345,2007,Cars,Nissan
Nissan Otti sports 2007/2014,"Rs.  1,750,000",1750000, Faisalabad,"73,000 km",73000,2014,Cars,Nissan
Nissan B12 1987 Total inner outer Geniune,"Rs.  730,000",730000, Lahore,"35,000 km",35000,1988,Cars,Nissan
nissan dayz 2018 in extra ordinary condition urgent sale,"Rs.  2,195,000",2195000, Karachi,"34,000 km",34000,2018,Cars,Nissan
NISSAN SUNNY 1987,"Rs.  325,000",325000, Karachi,"1,000 km",1000,1987,Cars,Nissan
Nissan sunny sports,"Rs.  340,000",340000, Attock,"123,456 km",123456,1989,Cars,Nissan
Nissan juke jeep 2012-2018,"Rs.  2,850,000",2850000, Karachi,"109,000 km",109000,2012,Cars,Nissan
Suzuki Every shape Nissan Clipper,"Rs.  1,750,000",1750000, Faisalabad,"100,000 km",100000,2019,Cars,Nissan
Nissan March 1999/2006,"Rs.  800,000",800000, Karachi,"123,456 km",123456,1999,Cars,Nissan
Nissan Sunny 1988 For Sale,"Rs.  320,000",320000, Mardan,"50,000 km",50000,1988,Cars,Nissan
nissan sunny 1988 demand 5.60,"Rs.  560,000",560000, Taxila,"12,345 km",12345,1988,Cars,Nissan
Nissan March (1300cc / 2012),"Rs.  1,350,000",1350000, Gujranwala,"195,000 km",195000,2012,Cars,Nissan
Nissan tiida 2007/12 1500cc,"Rs.  1,675,000",1675000, Lahore,"150,000 km",150000,2007,Cars,Nissan
Nissan,"Rs.  1,100,000",1100000, Islamabad,"215,623 km",215623,2013,Cars,Nissan
16/2022 every nissan clliper auto manual,"Rs.  2,300,000",2300000, Jhelum,"105,065 km",105065,2022,Cars,Nissan
NISSAN OTTI RIDERS,"Rs.  1,600,000",1600000, Karachi,"10,700 km",10700,2007,Cars,Nissan
nissan sunny totally genuine  home used carcar,"Rs.  725,000",725000, Lahore,"50,000 km",50000,1987,Cars,Nissan
Nissan Clipper 660cc Auto 2011/16,"Rs.  1,225,000",1225000, Sialkot,"123,456 km",123456,2016,Cars,Nissan
Nissan AD Van 2013  Original Color,"Rs.  1,850,000",1850000, Peshawar,"50,000 km",50000,2007,Cars,Nissan
nissan dayz 4 grade,"Rs.  3,450,000",3450000, Karachi,"100,000 km",100000,2019,Cars,Nissan
NISSAN TIIDA FOR SALE JAPANESE,"Rs.  1,600,000",1600000, Bhakkar,"150,000 km",150000,2012,Cars,Nissan
NISSAN DAYZ,"Rs.  3,600,000",3600000, Khyber Pakhtunkhwa,"125,000 km",125000,2019,Cars,Nissan
Nissan sunny all ok hy,"Rs.  475,000",475000, Lahore,"14,852 km",14852,1993,Cars,Nissan
Nissan Clipper 09/15,"Rs.  1,020,000",1020000, Lahore,"12,345 km",12345,2017,Cars,Nissan
Nissan Days 14/18,"Rs.  2,245,000",2245000, Lahore,"80,000 km",80000,2014,Cars,Nissan
Nissan sunny 1990 modal,"Rs.  325,000",325000, Daur,"12,345 km",12345,1990,Cars,Nissan
Nissan dayz Roox hightway star,"Rs.  111,111",111111, Karachi,"81,062 km",81062,2019,Cars,Nissan
Nissan wingroad SUV 2006/2012,"Rs.  2,000,000",2000000, Lahore,123 km,123,2012,Cars,Nissan
Nissan sunny 1988,"Rs.  350,000",350000, Karachi,"200,000 km",200000,1988,Cars,Nissan
Nissan Dayz,"Rs.  2,320,000",2320000, Peshawar,"83,000 km",83000,2013,Cars,Nissan
Nissan Dayz 2015,"Rs.  2,450,000",2450000, Lahore,"63,000 km",63000,2015,Cars,Nissan
Nissan sunny 1986,"Rs.  575,000",575000, Wah,"100,000 km",100000,1986,Cars,Nissan
Nissan Sunny Super Saloon,"Rs.  435,000",435000, Karachi,"123,456 km",123456,1988,Cars,Nissan
Nissan Sunny B12,"Rs.  575,000",575000, Islamabad,"125,000 km",125000,1990,Cars,Nissan
Nissan Dayz Highway Star New Shape,"Rs.  3,850,000",3850000, Lahore,"12,000 km",12000,2020,Cars,Nissan
Nissan Dayz Highway star G 2019,"Rs.  3,365,000",3365000, Islamabad,"42,000 km",42000,2019,Cars,Nissan
Nissan Cefiro Orignal Pictures Final Price,"Rs.  1,295,000",1295000, Lahore,"47,500 km",47500,2005,Cars,Nissan
Nissan sunny,"Rs.  830,000",830000, Peshawar,"200,000 km",200000,1997,Cars,Nissan
Nissan Sunny B11 1984 (1st Owner),"Rs.  650,000",650000, Karachi,"243,000 km",243000,1984,Cars,Nissan
NISSAN NOTE 2010/14 FOR SALE,"Rs.  1,985,000",1985000, Sialkot,"124,000 km",124000,2010,Cars,Nissan
Nissan sunny 1987  automatic urgent sell,"Rs.  475,000",475000, Lahore,"75,000 km",75000,1987,Cars,Nissan
